あくせく, 100
あたふた, 99
あっけらかん, 100
あっはっは, 98
あっぷあっぷ, 96
あはあは, 99
あはは, 92
あわあわ, 83
あわわ, 86
あんあん, 71
あんぐり, 99
あーん, 94
いがいが, 82
いじいじ, 100
いそいそ, 98
いひひ, 93
いらいら, 96
うきうき, 96
うぎゃー, 83
うしうし, 92
うじうじ, 100
うずうず, 97
うだうだ, 99
うっしっし, 91
うっとり, 99
うつらうつら, 100
うとうと, 100
うとっ, 58
うはうは, 92
うひひ, 89
うひょひょ, 85
うふっ, 94
うふふ, 95
うらうら, 177
うらら, 98
うるうる, 98
うるっ, 89
うるるん, 92
うろうろ, 99
うわーん, 76
うんざり, 99
えっちらおっちら, 99
えへへ, 97
えへん, 66
えんえん, 98
えーん, 96
おいおい, 97
おずおず, 100
おたおた, 98
おっとり, 100
おどおど, 100
おほほ, 93
おめおめ, 89
おろおろ, 98
おんおん, 67
おーおー, 54
かくん, 78
かちん, 98
かっ, 99
かっか, 97
かっかっ, 99
かっくん, 90
かつん, 90
からから, 97
かりかり, 97
かりっ, 95
かりり, 97
かりん, 84
かんかん, 97
がくがく, 97
がくっ, 99
がさがさ, 98
がしがし, 95
がしっ, 99
がじがじ, 96
がたがた, 99
がちがち, 98
がっかり, 99
がっしり, 100
がっちり, 99
がっぷり, 99
がつがつ, 100
がはは, 53
がばがば, 98
がばっ, 59
がびょーん, 65
がびーん, 53
がぶがぶ, 100
がぶっ, 99
がぶり, 99
がぼがぼ, 65
がぼっ, 93
がみがみ, 98
がやがや, 97
がらがら, 96
がりがり, 96
がりっ, 99
がりり, 97
がんがん, 100
がーん, 63
きっ, 98
きっぱり, 99
きゃっ, 76
きゃっきゃっ, 98
きゃぴきゃぴ, 96
きゃんきゃん, 91
きゃー, 97
きゃーきゃー, 100
きゅっ, 94
きゅっきゅっ, 95
きゅん, 98
きゅー, 78
きゅーん, 63
きょとん, 100
きょろきょろ, 100
きりきり, 97
きろっ, 100
きんきん, 90
ぎく, 97
ぎくっ, 96
ぎくり, 65
ぎくん, 98
ぎゃっ, 91
ぎゃはは, 99
ぎゃふん, 94
ぎゃんぎゃん, 100
ぎゃー, 71
ぎゃーぎゃー, 93
ぎゅー, 94
ぎょえー, 96
ぎょぎょ, 77
ぎょっ, 88
ぎょろぎょろ, 94
ぎょろっ, 97
ぎょろり, 67
ぎらぎら, 94
ぎろっ, 81
ぎんぎん, 82
きーん, 53
くい, 97
くいくい, 98
くくっ, 100
くくー, 79
くさくさ, 96
くしゃくしゃ, 100
くしゃっ, 100
くしゅん, 87
くすくす, 98
くすっ, 83
くすり, 96
くすん, 100
くたくた, 95
くだくだ, 96
くちゃくちゃ, 100
くっ, 97
くっく, 89
くっくっ, 92
くどくど, 100
くよくよ, 99
くらくら, 98
ぐい, 98
ぐいぐい, 98
ぐぐっ, 100
ぐさぐさ, 100
ぐさっ, 98
ぐさり, 97
ぐしょぐしょ, 98
ぐじぐじ, 77
ぐじゃぐじゃ, 99
ぐすぐす, 96
ぐすっ, 96
ぐすり, 99
ぐすん, 97
ぐずぐず, 98
ぐたぐた, 98
ぐたっ, 84
ぐだぐだ, 95
ぐちぐち, 96
ぐちゃぐちゃ, 100
ぐちゅぐちゅ, 99
ぐちょぐちょ, 99
ぐっ, 99
ぐっぐっ, 60
ぐっしょり, 99
ぐっすり, 98
ぐっすん, 62
ぐったり, 97
ぐつぐつ, 99
ぐでんぐでん, 98
ぐびぐび, 100
ぐびっ, 100
ぐらぐら, 99
ぐーぐー, 81
ぐーすか, 94
ぐーたら, 89
くーくー, 51
けたけた, 95
けちょん, 59
けっけっ, 72
けほけほ, 81
けらけら, 99
けろけろ, 93
けろっ, 98
けろり, 94
げっ, 95
げっそり, 98
げほげほ, 80
げらげら, 89
げろげろ, 90
げろっ, 97
げんなり, 99
げー, 94
げーげー, 93
こくこく, 99
こくっ, 96
こくり, 94
こくりこくり, 56
こくん, 99
こしこし, 83
こせこせ, 55
こそこそ, 99
こちん, 66
こっくり, 100
こっくりこっくり, 100
こてっ, 67
こほこほ, 55
こぽこぽ, 72
こりこり, 98
こりっ, 58
ころころ, 96
ころっ, 85
ころり, 91
こん, 99
こんこん, 68
こんもり, 99
ごくごく, 100
ごくっ, 65
ごくり, 96
ごくん, 98
ごじゃごじゃ, 73
ごたごた, 98
ごちゃごちゃ, 100
ごちょごちょ, 99
ごつごつ, 99
ごにょごにょ, 100
ごぶごぶ, 95
ごほごほ, 68
ごほん, 57
ごほんごほん, 91
ごぼごぼ, 90
ごりっ, 83
ごろごろ, 97
ごろっ, 96
ごろり, 96
ごろん, 97
ごろんごろん, 99
さくさく, 95
さくっ, 60
さっ, 98
さっさ, 57
さっさっ, 79
さばさば, 99
さぶさぶ, 74
さめざめ, 98
さやさや, 99
さらさら, 99
さわさわ, 98
さんさん, 85
ざあざあ, 96
ざざっ, 96
ざっ, 100
ざっく, 98
ざっくばらん, 100
ざぶざぶ, 95
ざぶん, 94
ざわざわ, 97
ざんざ, 97
ざんざん, 98
ざーざー, 87
ざーっ, 61
さーさー, 68
さーっ, 52
しおしお, 95
しく, 100
しくしく, 100
しげしげ, 100
しこしこ, 98
しこっ, 97
しっとり, 100
しっぽり, 94
しとしと, 95
しとっ, 99
しとり, 100
しどろもどろ, 100
しばしば, 100
しゃきしゃき, 99
しゃきっ, 94
しゃっきり, 99
しゃなりしゃなり, 95
しゃりしゃり, 95
しゃん, 87
しゃんしゃん, 89
しゃーしゃー, 97
しゅん, 99
しょぼしょぼ, 99
しょぼっ, 88
しょぼん, 97
しょんぼり, 99
しらっ, 75
しれっ, 60
しん, 99
しんみり, 100
じくじく, 99
じたばた, 98
じっとり, 99
じとじと, 97
じとっ, 70
じみじみ, 98
じめじめ, 97
じゃくり, 53
じゃぼん, 66
じゃりじゃり, 99
じゃりっ, 98
じゃんじゃか, 85
じゃーじゃー, 99
じゅくじゅく, 90
じゅるっ, 99
じょりじょり, 96
じりじり, 100
じろじろ, 99
じろり, 97
じわじわ, 96
じわっ, 100
じん, 93
じんじん, 93
じんわり, 96
すかすか, 98
すかっ, 97
すくすく, 98
すくっ, 100
すごすご, 100
すすっ, 100
すたこら, 97
すたこらさっさ, 98
すたすた, 100
すたっ, 91
すっ, 98
すやすや, 96
すらすら, 200
すらっ, 96
すらり, 99
ずかずか, 99
ずきっ, 72
ずきり, 69
ずきん, 98
ずきんずきん, 80
ずくずく, 71
ずけずけ, 100
ずたぼろ, 94
ずっぷり, 72
ずばずば, 100
ずばっ, 178
ずばり, 198
ずぶずぶ, 98
ずぼずぼ, 90
ずるずる, 100
ずるっ, 65
ずんぐり, 97
ずんぐりむっくり, 97
ずんずん, 97
ずーずー, 93
すーっ, 100
せかせか, 99
せこせこ, 96
ぜーぜー, 99
そくそく, 98
そそくさ, 100
そよそよ, 98
そわそわ, 100
ぞくぞく, 94
ぞくっ, 98
ぞくり, 97
ぞぞっ, 92
ぞっ, 95
ぞーっ, 82
たじたじ, 99
たたたた, 88
たたーっ, 72
たったかたったか, 52
たったっ, 83
たどたど, 57
たぷんたぷん, 95
たぽたぽ, 72
たらたら, 100
だくだく, 96
だだだだ, 61
だぶだぶ, 99
だぼだぼ, 96
だらだら, 98
だー, 68
たー, 87
ちかちか, 98
ちくちく, 95
ちくっ, 91
ちくり, 89
ちくん, 99
ちびりちびり, 100
ちゃかちゃか, 98
ちゃきちゃき, 100
ちゃっかり, 100
ちゃぷちゃぷ, 95
ちゃらちゃら, 93
ちゃんちゃか, 65
ちゅっ, 95
ちゅるちゅる, 97
ちゅーちゅー, 93
ちょこちょこ, 99
ちょろちょろ, 100
ちらちら, 100
ちらっ, 98
ちらほら, 100
ちらり, 98
ちらりちらり, 97
ちりちり, 97
ちろちろ, 94
ちろっ, 96
つかつか, 97
つくづく, 98
つけつけ, 96
つっけんどん, 100
つべこべ, 100
つらつら, 96
つるつる, 98
つん, 100
つんけん, 99
つんつん, 99
てかてか, 100
てくてく, 94
てけてけ, 97
てんやわんや, 96
でこぼこ, 94
でっぷり, 97
でぶでぶ, 93
とくとく, 92
とげとげ, 96
とことこ, 97
とっとことっとこ, 66
とっぷり, 100
とほほ, 95
とぼとぼ, 98
とろっ, 93
とろとろ, 97
とろん, 83
どきっ, 94
どきどき, 98
どぎまぎ, 99
どくどく, 96
どさくさ, 100
どさどさ, 82
どしゃどしゃ, 70
どたどた, 81
どたばた, 91
どっ, 98
どっきどっき, 95
どっきり, 95
どっと, 100
どっぷり, 100
どばどば, 96
どぼどぼ, 92
どぼん, 83
どやどや, 97
どろん, 100
どんちゃん, 88
どんぶりこ, 93
どんより, 97
どーっ, 68
にかっ, 97
にこっ, 98
にこにこ, 94
にこり, 100
にたっ, 97
にたにた, 96
にっ, 91
にっこにこ, 98
にっこり, 100
にやっ, 96
にやにや, 97
にやり, 98
にんまり, 96
にーっ, 53
ぬくぬく, 95
ぬけぬけ, 98
ぬっく, 90
ぬっくり, 79
のこのこ, 98
のしのし, 100
のそのそ, 99
のたりのたり, 84
のっしのっし, 99
のっそり, 100
のほほん, 97
のらくら, 98
のらりくらり, 100
のろのろ, 97
のんびり, 100
のんべんだらり, 97
のーのー, 64
はきはき, 100
はた, 99
はたはた, 87
はっ, 99
はっきり, 100
はった, 100
はっはっ, 97
ははは, 85
はらはら, 98
ばくっ, 77
ばくばく, 99
ばしばし, 95
ばたばた, 98
